City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
346,thulamahashi,-24.7246,31.1994,22.28,95,56,0.98,ZA,2023-12-08
347,jonquiere,48.4165,-71.2488,-10.94,97,55,0.95,CA,2023-12-08
348,chonchi,-42.6128,-73.8092,13.95,89,0,1.17,CL,2023-12-08
349,farafangana,-22.8167,47.8333,23.0,87,100,0.82,MG,2023-12-08
350,davlekanovo,54.2215,55.0343,-27.05,99,41,1.04,RU,2023-12-08
351,la rinconada,37.4873,-5.9826,15.18,95,75,2.06,ES,2023-12-08
352,debre sina,9.85,39.7667,9.2,68,67,0.34,ET,2023-12-08
353,rawlins,41.7911,-107.2387,0.94,51,0,12.35,US,2023-12-08
354,mount pleasant,32.7941,-79.8626,11.1,80,0,1.54,US,2023-12-08
355,nan,18.8333,100.6667,21.01,100,40,0.51,TH,2023-12-08
356,san antonio de pale,-1.4014,5.6325,26.19,82,100,2.74,GQ,2023-12-08
357,nova sintra,14.8667,-24.7167,22.12,67,5,3.33,CV,2023-12-08
358,inarajan village,13.2736,144.7484,30.22,78,100,8.37,GU,2023-12-08
359,chegdomyn,51.1167,133.0167,-18.33,90,99,0.48,RU,2023-12-08
360,kirensk,57.7853,108.1119,-44.46,100,92,0.89,RU,2023-12-08
361,lodwar,3.1191,35.5973,27.43,41,5,2.49,KE,2023-12-08
362,dudinka,69.4058,86.1778,-27.96,91,9,4.92,RU,2023-12-08
363,najran,17.4924,44.1277,12.36,46,5,1.08,SA,2023-12-08
364,ishim,56.1128,69.4902,-34.42,98,7,2.68,RU,2023-12-08
365,martapura,-3.4167,114.85,26.05,89,20,2.57,ID,2023-12-08
366,milagros,12.2181,123.5095,28.59,67,23,2.89,PH,2023-12-08
367,ta`u,-14.2336,-169.5144,27.32,82,96,5.25,AS,2023-12-08
368,nanakuli,21.3906,-158.1547,28.58,57,0,4.12,US,2023-12-08
369,kyzyl,51.7,94.45,-19.99,81,99,0.89,RU,2023-12-08
370,nizhnesortymskiy,62.4397,71.7603,-26.21,93,100,5.37,RU,2023-12-08
371,fort mcmurray,56.7268,-111.381,-3.23,80,0,3.09,CA,2023-12-08
372,whitecourt,54.1502,-115.6855,-2.42,74,75,2.06,CA,2023-12-08
373,jianguang,28.1938,115.7836,14.98,46,0,1.38,CN,2023-12-08
374,bechar,31.6167,-2.2167,14.18,41,0,1.54,DZ,2023-12-08
375,yarega,63.4354,53.5765,-30.69,100,87,1.34,RU,2023-12-08
376,melchor de mencos,17.0686,-89.1522,21.23,98,96,1.33,GT,2023-12-08
377,fisterra,42.9049,-9.2629,12.79,72,0,10.54,ES,2023-12-08
378,nago,26.5881,127.9761,19.24,59,0,3.68,JP,2023-12-08
379,huetamo de nunez,18.5833,-100.8833,26.5,54,11,0.54,MX,2023-12-08
380,hinesville,31.8469,-81.5959,11.59,51,0,0.0,US,2023-12-08
381,priozersk,61.0393,30.1291,-11.62,76,99,3.57,RU,2023-12-08
382,fiambala,-27.6871,-67.6149,21.55,55,8,2.59,AR,2023-12-08
383,stony plain,53.5334,-114.0021,-1.38,76,0,3.09,CA,2023-12-08
384,mbanza-ngungu,-5.25,14.8667,19.72,96,100,0.82,CD,2023-12-08
385,inirida,3.8653,-67.9239,23.72,97,100,0.96,CO,2023-12-08
386,st. john's,47.5649,-52.7093,-1.68,86,75,11.83,CA,2023-12-08
387,gharavuti,37.5672,68.4469,5.36,33,100,0.33,TJ,2023-12-08
388,sisimiut,66.9395,-53.6735,-5.11,73,100,2.75,GL,2023-12-08
389,mezhdurechenskiy,59.6,65.9333,-31.51,91,91,1.88,RU,2023-12-08
390,mangai,-4.05,19.5333,19.65,100,97,0.64,CD,2023-12-08
391,mejit,10.2753,170.8646,27.65,81,91,11.05,MH,2023-12-08
392,nishinoomote,30.7333,131.0,15.31,54,20,1.54,JP,2023-12-08
393,daru,-9.0763,143.2092,29.63,64,81,3.69,PG,2023-12-08
394,cumberland,35.0502,-78.8664,9.71,56,0,2.06,US,2023-12-08
395,xilin hot,43.9667,116.0333,-9.95,93,100,6.27,CN,2023-12-08
396,kimry,56.8667,37.35,-22.67,100,65,1.34,RU,2023-12-08
397,luena,-11.7833,19.9167,19.1,88,0,2.06,AO,2023-12-08
398,mulanje,-16.0316,35.5,19.65,86,5,0.43,MW,2023-12-08
399,karatau,43.1667,70.4667,-2.7,51,100,1.23,KZ,2023-12-08
400,urzhar,47.093,81.6294,-7.47,68,100,1.16,KZ,2023-12-08
401,pemba,-12.974,40.5178,27.39,94,75,4.63,MZ,2023-12-08
402,urucurituba,-2.6833,-57.6667,26.67,78,93,0.58,BR,2023-12-08
403,portland,45.5234,-122.6762,8.97,91,75,3.6,US,2023-12-08
404,tsengel,49.4783,100.8894,-17.04,63,19,5.24,MN,2023-12-08
405,makarov,48.6333,142.8,-1.65,73,100,9.08,RU,2023-12-08
406,mount gambier,-37.8333,140.7667,30.11,34,17,6.7,AU,2023-12-08
407,francisco sa,-16.4758,-43.4883,27.08,39,5,2.4,BR,2023-12-08
408,chimoio,-19.1164,33.4833,19.92,94,75,1.27,MZ,2023-12-08
409,villa gesell,-37.2639,-56.973,14.47,69,0,5.5,AR,2023-12-08
410,rio preto da eva,-2.6994,-59.6997,24.13,94,100,1.37,BR,2023-12-08
411,oyem,1.5995,11.5793,19.44,99,86,0.73,GA,2023-12-08
412,bandon,51.7469,-8.7425,8.77,87,99,8.98,IE,2023-12-08
413,mushie,-3.0167,16.9,20.83,98,72,0.66,CD,2023-12-08
414,mount isa,-20.7333,139.5,33.87,24,0,2.57,AU,2023-12-08
415,gubkinskiy,64.434,76.5026,-21.5,97,100,6.94,RU,2023-12-08
416,lhasa,29.65,91.1,0.01,95,100,0.94,CN,2023-12-08
417,saldanha,-33.0117,17.9442,16.76,92,0,3.64,ZA,2023-12-08
418,treasure island,27.7692,-82.769,18.43,73,0,2.57,US,2023-12-08
419,lajeado,-29.4669,-51.9614,23.88,91,99,3.21,BR,2023-12-08
420,richards bay,-28.783,32.0377,21.34,93,28,6.11,ZA,2023-12-08
421,plattsmouth,41.0114,-95.8822,13.94,69,0,4.12,US,2023-12-08
422,bac lieu,9.285,105.7244,26.87,80,100,6.16,VN,2023-12-08
423,hailar,49.2,119.7,-17.48,94,100,5.58,CN,2023-12-08
424,cosala,24.4125,-106.6908,21.15,53,3,0.47,MX,2023-12-08
425,kourou,5.1552,-52.6478,27.03,92,20,3.71,GF,2023-12-08
426,nahiyat ash shinafiyah,31.5874,44.6602,17.72,35,79,2.69,IQ,2023-12-08
427,tangalle,6.024,80.7911,24.09,90,18,0.93,LK,2023-12-08
428,bodo,67.28,14.405,-2.98,63,75,12.35,NO,2023-12-08
429,bei'an,24.5399,109.533,17.04,51,6,1.04,CN,2023-12-08
430,itoman,26.1247,127.6694,20.01,64,20,3.6,JP,2023-12-08
431,palikir - national government center,6.9248,158.1611,26.47,89,100,2.57,FM,2023-12-08
432,poxoreo,-15.8372,-54.3892,24.56,63,16,0.62,BR,2023-12-08
433,quellon,-43.1167,-73.6167,10.33,88,0,3.38,CL,2023-12-08
434,alindao,5.0267,21.2088,22.54,92,100,1.44,CF,2023-12-08
435,colonia,50.9333,6.95,3.82,76,0,5.66,DE,2023-12-08
436,isangel,-19.55,169.2667,29.06,58,75,5.14,VU,2023-12-08
437,howrah,22.5892,88.3103,19.0,88,75,3.6,IN,2023-12-08
438,vila velha,-20.3297,-40.2925,26.97,83,0,8.23,BR,2023-12-08
439,guerrero negro,27.9769,-114.0611,18.6,72,0,8.26,MX,2023-12-08
440,sungailiat,-1.85,106.1333,28.44,76,77,2.92,ID,2023-12-08
441,ancud,-41.8697,-73.8203,10.53,84,0,1.52,CL,2023-12-08
442,tymovskoye,50.8456,142.655,-3.04,94,100,3.06,RU,2023-12-08
443,aykhal,66.0,111.5,-27.86,100,100,2.15,RU,2023-12-08
444,nizhneangarsk,55.7833,109.55,-27.22,88,52,4.02,RU,2023-12-08
445,gobabis,-22.45,18.9667,25.5,14,42,6.11,NA,2023-12-08
446,cambria,35.5641,-121.0808,17.41,78,0,3.58,US,2023-12-08
447,ntungamo,-0.8833,29.65,16.88,98,20,1.39,UG,2023-12-08
448,dondo,-19.6094,34.7431,25.73,92,0,1.93,MZ,2023-12-08
449,chibougamau,49.9168,-74.3659,-21.21,77,0,0.0,CA,2023-12-08
450,kokopo,-4.352,152.2633,29.25,70,54,4.53,PG,2023-12-08
451,banamba,13.55,-7.45,22.51,20,0,3.96,ML,2023-12-08
452,pariaman,-0.619,100.12,24.03,80,79,0.63,ID,2023-12-08
453,senador jose porfirio,-2.5908,-51.9542,24.86,90,100,2.35,BR,2023-12-08
454,la passe,45.5549,-0.8967,12.13,93,100,4.23,FR,2023-12-08
455,mundri,-6.9558,111.71,28.23,75,54,2.34,ID,2023-12-08
456,kolwezi,-10.7148,25.4667,15.56,91,15,0.72,CD,2023-12-08
457,xichang,27.8964,102.2634,9.71,90,92,0.15,CN,2023-12-08
458,mana,5.6592,-53.7767,25.8,89,50,4.26,GF,2023-12-08
459,clarinda,40.7419,-95.0383,13.18,81,0,2.06,US,2023-12-08
460,gaigeturi,33.4644,126.3183,13.03,50,0,3.09,KR,2023-12-08
461,christchurch,-43.5333,172.6333,22.52,55,40,5.14,NZ,2023-12-08
462,hays,30.0502,-98.0336,20.23,72,100,1.79,US,2023-12-08
463,santana,-0.0583,-51.1817,29.1,79,40,2.57,BR,2023-12-08
464,batang,-6.4846,110.7083,28.75,73,32,3.1,ID,2023-12-08
465,cockburn town,21.4612,-71.1419,24.98,61,40,4.63,TC,2023-12-08
466,salym,60.0625,71.4789,-26.77,88,100,2.56,RU,2023-12-08
467,weno,7.4515,151.8468,27.97,83,100,5.14,FM,2023-12-08
468,kidatu,-7.6992,36.9572,22.56,96,78,0.57,TZ,2023-12-08
469,kurumkan,54.3,110.3,-22.15,93,30,1.79,RU,2023-12-08
470,pizzo,38.7384,16.1658,7.97,87,36,2.57,IT,2023-12-08
471,kaa-khem,51.6833,94.7333,-20.33,83,99,2.03,RU,2023-12-08
472,laguna,38.421,-121.4238,13.36,92,100,2.06,US,2023-12-08
473,awjilah,29.1081,21.2869,15.28,31,1,4.35,LY,2023-12-08
474,whangarei,-35.7317,174.3239,22.12,40,0,3.87,NZ,2023-12-08
475,kani keli,-12.9536,45.1033,27.59,81,40,3.35,YT,2023-12-08
476,santiago de cao,-7.9589,-79.2392,20.07,83,75,5.14,PE,2023-12-08
477,piacabucu,-10.4056,-36.4344,25.71,80,64,4.27,BR,2023-12-08
478,manakara,-22.1333,48.0167,21.99,89,48,0.79,MG,2023-12-08
479,puerto gaitan,4.3133,-72.0816,28.44,55,75,2.73,CO,2023-12-08
480,tobruk,32.0836,23.9764,17.18,59,99,4.25,LY,2023-12-08
481,tai'an,36.1853,117.12,10.34,58,0,1.8,CN,2023-12-08
482,north bend,43.4065,-124.2243,8.98,87,100,2.06,US,2023-12-08
483,labytnangi,66.6572,66.4183,-22.52,87,99,3.62,RU,2023-12-08
484,armavir,44.9892,41.1234,2.52,95,100,7.0,RU,2023-12-08
485,afif,23.9065,42.9172,17.08,25,0,4.72,SA,2023-12-08
486,danville,36.586,-79.395,8.9,52,0,2.06,US,2023-12-08
487,lander,42.833,-108.7307,4.45,30,0,1.54,US,2023-12-08
488,mildura,-34.2,142.15,40.13,15,95,13.29,AU,2023-12-08
489,misratah,32.3754,15.0925,18.0,62,83,8.19,LY,2023-12-08
490,buta,2.7858,24.73,21.07,98,100,0.11,CD,2023-12-08
491,nguigmi,14.2495,13.1092,21.07,26,99,4.42,NE,2023-12-08
492,minas de marcona,-15.2119,-75.1103,15.4,79,27,5.26,PE,2023-12-08
493,targuist,34.9377,-4.3186,11.34,85,100,4.51,MA,2023-12-08
494,yeniseysk,58.4497,92.1703,-32.25,98,80,0.45,RU,2023-12-08
495,papao,-17.75,-149.55,24.82,80,100,8.96,PF,2023-12-08
496,san fernando de apure,7.8878,-67.4724,26.48,74,100,1.21,VE,2023-12-08
497,northam,51.0333,-4.2167,9.78,94,22,8.23,GB,2023-12-08
498,al bayda',32.7627,21.7551,11.2,85,78,4.12,LY,2023-12-08
499,lazarevskoye,43.9061,39.3331,13.19,81,100,1.21,RU,2023-12-08
500,wenchang,30.904,118.4887,14.36,45,94,2.51,CN,2023-12-08
501,eureka,40.8021,-124.1637,10.67,88,35,2.24,US,2023-12-08
502,alofi,-19.0595,-169.9187,29.94,70,75,5.14,NU,2023-12-08
503,barah,13.7,30.3667,18.64,27,9,4.46,SD,2023-12-08
504,carnarvon,-24.8667,113.6333,23.05,59,0,9.91,AU,2023-12-08
505,abomsa,9.9833,39.9833,18.05,49,8,1.84,ET,2023-12-08
506,flin flon,54.7682,-101.865,-3.09,93,100,1.03,CA,2023-12-08
507,witu,-2.3889,40.4382,27.09,92,70,1.86,KE,2023-12-08
508,chamical,-30.36,-66.314,26.31,36,0,7.1,AR,2023-12-08
509,nchelenge,-9.3451,28.734,21.16,88,70,1.66,ZM,2023-12-08
510,alaghsas,17.0187,8.0168,20.04,18,96,3.23,NE,2023-12-08
511,yerofey pavlovich,53.9667,121.9667,-24.24,91,100,1.0,RU,2023-12-08
512,tralee,52.2704,-9.7026,9.53,84,100,7.97,IE,2023-12-08
513,berezovyy,51.6667,135.7,-12.87,60,2,1.62,RU,2023-12-08
514,terme,41.2092,36.9739,6.96,69,100,1.96,TR,2023-12-08
515,camara de lobos,32.6333,-16.9667,19.28,85,20,1.79,PT,2023-12-08
516,usinsk,65.9939,57.5281,-19.96,99,100,3.13,RU,2023-12-08
517,aswan,24.0934,32.907,17.61,42,0,2.57,EG,2023-12-08
518,upington,-28.4478,21.2561,18.94,46,0,4.54,ZA,2023-12-08
519,sierra grande,-41.606,-65.3557,12.53,68,51,6.41,AR,2023-12-08
520,quibdo,5.6947,-76.6611,25.19,100,100,2.57,CO,2023-12-08
521,kapit,2.0167,112.9333,26.08,88,84,0.67,MY,2023-12-08
522,steamboat springs,40.485,-106.8317,3.3,91,100,4.12,US,2023-12-08
523,khandyga,62.6667,135.6,-28.65,95,100,2.1,RU,2023-12-08
524,berezovo,63.9381,65.0419,-27.04,96,100,1.76,RU,2023-12-08
525,pulaski,34.7668,-92.3001,14.06,54,75,4.63,US,2023-12-08
526,muang xay,20.7,101.9833,20.57,85,95,0.35,LA,2023-12-08
527,saint-joseph,-21.3667,55.6167,23.21,85,39,3.62,RE,2023-12-08
528,vytegra,61.0064,36.4481,-16.47,98,74,1.79,RU,2023-12-08
529,ust'-ilimsk,58.0006,102.6619,-36.54,91,34,1.79,RU,2023-12-08
530,oriximina,-1.7656,-55.8661,24.65,92,98,1.93,BR,2023-12-08
531,at taj,24.2049,23.2857,14.46,29,0,3.54,LY,2023-12-08
532,sao gabriel da cachoeira,-0.1303,-67.0892,23.03,99,97,0.91,BR,2023-12-08
533,nikolayevsk-on-amure,53.1406,140.73,-8.57,75,100,3.93,RU,2023-12-08
534,oranjemund,-28.55,16.4333,15.58,96,11,2.09,NA,2023-12-08
535,macgregor,49.9661,-98.7794,4.84,85,100,3.58,CA,2023-12-08
536,strezhevoy,60.7333,77.5889,-25.02,85,100,2.68,RU,2023-12-08
537,yuci,37.6803,112.7319,1.86,48,0,3.0,CN,2023-12-08
538,saint-philippe,-21.3585,55.7679,23.77,86,60,3.57,RE,2023-12-08
539,colares,38.7992,-9.4469,16.29,96,0,11.18,PT,2023-12-08
540,pacasmayo,-7.4006,-79.5714,20.97,81,32,5.44,PE,2023-12-08
541,fenoarivo be,-18.4333,46.5667,18.85,80,42,1.33,MG,2023-12-08
542,ain sukhna,29.6002,32.3167,16.2,52,1,1.38,EG,2023-12-08
543,ostroda,53.6967,19.9649,-5.78,93,25,2.8,PL,2023-12-08
544,shortandy,51.7006,70.9994,-27.16,93,6,3.55,KZ,2023-12-08
545,salinas,36.6777,-121.6555,14.99,84,100,3.6,US,2023-12-08
546,gwio kura,12.6753,11.0682,20.49,17,100,3.98,NG,2023-12-08
547,horta,38.5333,-28.6333,18.98,91,100,12.32,PT,2023-12-08
548,outjo,-20.1167,16.15,20.86,31,14,3.6,NA,2023-12-08
549,kalmunai,7.4167,81.8167,25.74,87,65,2.42,LK,2023-12-08
550,hefei,31.8639,117.2808,10.01,76,29,4.0,CN,2023-12-08
551,tabarka,36.9544,8.758,8.36,93,20,2.57,TN,2023-12-08
